name,type,full_text,url,source
Well-Provisioned Adventurer,Equipment,"You always knew you'd leave your humble beginnings behind and become an adventurer, so you scrimped and saved, buying the necessary equipment one piece at a time until you had everything you needed. Select one of the equipment packages below. If you select this trait during character creation, you do not receive any starting gold. This is an Equipment trait, a category of trait (like Combat, Magic, or Social). Alternatively, a PC can purchase an equipment package for 1,000 gp, or she might receive an equipment package as a reward from a wealthy NPC in exchange for a valuable service. This trait allows a PC to select one of the following equipment packages instead of spending starting gold. Arcane Adept Package The arcane adept has collected useful magical gear to ensure her success on her adventures, and she prides herself on having just the right tool for the job. This equipment package is appropriate for an <a target=""_top"" href=""http://www.d20pfsrd.com/classes/hybrid-classes/arcanist"">arcanist</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/sorcerer"">sorcerer</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/classes/base-classes/witch"">witch</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/wizard"">wizard</a>. Some <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/bard"">bards</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/classes/base-classes/summoner"">summoners</a> might also find it attractive. This equipment package can also work for a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/base-classes/magus"">magus</a> if the 1st-level <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scrolls</a> and <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wands"">wand</a> are replaced with a masterwork melee weapon. Weapons : Light crossbow with 10 bolts, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/quarterstaff"">quarterstaff</a>. Combat Gear : <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/herbs-oils-other-substances#TOC-Acid"">Acid</a> (2), <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scrolls of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/c/comprehend-languages"">comprehend languages</a> (2), <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scroll of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/d/detect-secret-doors"">detect secret doors</a>, <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scroll of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/g/glitterdust"">glitterdust</a>, <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scrolls of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/i/identify"">identify</a> (2), <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scroll of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/m/mount"">mount</a>, <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scroll of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/r/rope-trick"">rope trick</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/herbs-oils-other-substances#TOC-Thunderstone"">thunderstone</a>, <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wands"">wand of</a> <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/m/mage-armor"">mage armor</a> (16 charges). Other Gear : <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/containers-bags-boxes-more#TOC-Backpack"">Backpack</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/hunting-camping-survival-gear#TOC-Bedroll"">bedroll</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/containers-bags-boxes-more#TOC-Pouch-Belt"">belt pouch</a>, candles (5), <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/books-paper-writing-supplies#TOC-Chalk"">chalk</a> (5 pieces), <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/tools-kits#TOC-Flint-and-Steel"">flint and steel</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/books-paper-writing-supplies#TOC-Ink"">ink</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/books-paper-writing-supplies#TOC-Inkpen"">inkpen</a>, <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/wondrous-items/wondrous-items/h-l/ioun-torch"">ioun torch</a>, journal, magnifying glass, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/tools-kits#TOC-Kit-Mess"">mess kit</a>, <a style=""font-style: italic"" target=""_top"" href=""http://www.d20pfsrd.com/magic-items/scrolls"">scroll</a> box, silk <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/hunting-camping-survival-gear#TOC-Rope"">rope</a> (50 ft.), <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/tools-kits#TOC-Pouch-Spell-Component"">spell component pouch</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/hunting-camping-survival-gear#TOC-Rations-Trail"">trail rations</a> (5 days), <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/goods-and-services/containers-bags-boxes-more#TOC-Waterskin"">waterskin</a>, 3 gp. Total Weight : 45 lbs. (28-3/4 lbs. for a Small character). Blessed Warden Package <p class=""source""></p>",http://www.d20pfsrd.com/traits/equipment-traits/well-provisioned-adventurer-equipment/,AAR
Acclimatize Alignment,Faith,"Like a climber ascending a mountain, you gradually grow acclimatized to an opposing planar <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Alignment"">alignment</a>. For each consecutive day you remain on a mildly aligned plane that opposes your <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Alignment"">alignment</a>, reduce your penalty on <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Charisma-Cha-"">Charisma</a>-based checks by 1, to a minimum of 0. This does not affect the penalty from a strongly aligned plane.",http://www.d20pfsrd.com/traits/faith-traits/acclimatize-alignment-faith/,PHH
Acolyte of Apocrypha,Faith,"A divine spellcaster who studies an apocrypha, or who studies under a scholar well versed in such a text, can gain access to unusual subdomains associated with a deity. A domain-using PC can gain access to one of these subdomains via this trait. An NPC does not need such a trait, provided that the NPC has a flavorful background that explains how he or she came in contact with the apocryphal information. Benefit(s) : Your religious studies hinged on teachings rarely recognized by your faith. You can select one of the apocryphal subdomains detailed below, provided the subdomain is associated with your patron deity. In some cases, you can select a subdomain associated with a deity despite that deity not offering the associated domain—these exceptions are noted with an asterisk (*), and you gain domain powers and domain spells from the associated domain as usual, even though your deity normally doesn’t grant access to that domain. When selecting a subdomain associated with two domains, a priest can choose only a subdomain that modifies a domain to which he has access. <a name=""TOC-Apocryphal-Subdomains""></a>Apocryphal Subdomains <ul> <li>Captivation</li> <li>Hubris</li> <li>Insect</li> <li>Legend</li> <li>Lightning</li> <li>Medicine</li> <li>Monsoon</li> <li>Petrification</li> <li>Portal</li> <li>Rites</li> <li>Self-Realization</li> <li>Thirst</li> <li>Thorns</li> <li>Truth</li> </ul>",http://www.d20pfsrd.com/traits/faith-traits/acolyte-of-apocrypha-faith/,DVA
Apprentice,Faith,"Select a single 0-level spell from the <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/sorcerer"">sorcerer</a>/ <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/wizard"">wizard</a> spell list. You can cast this spell 1 time per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a>.",http://www.d20pfsrd.com/traits/faith-traits/apprentice-faith/,DVA
Arcane Scholar,Faith,"Choose either <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (arcana) or <a target=""_top"" href=""http://www.d20pfsrd.com/skills/spellcraft"">Spellcraft</a>; you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on that skill and it is a class skill for you.",http://www.d20pfsrd.com/traits/faith-traits/arcane-scholar-faith/,DVA
Authoritarian,Faith,"As long as you are acting in the service of a liege or leader you recognize as legitimate, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against fear and <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Enchantment-Compulsion"">compulsion</a> effects.",http://www.d20pfsrd.com/traits/faith-traits/authoritarian/,QAC
Beacon of Faith,Faith,"Once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Free-Actions"">free action</a>, you may treat your <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> as if it were 2 levels higher when using one of the granted powers of your domain or inquisition, or when casting one of your domain spells.",http://www.d20pfsrd.com/traits/faith-traits/beacon-of-faith/,ULC
Birthmark,Faith,"This birthmark can serve you as a divine focus for casting spells, and as a physical manifestation of your faith, and it increases your devotion to your god. You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all saving throws against <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Charm-and-Compulsion"">charm and compulsion</a> effects.",http://www.d20pfsrd.com/traits/faith-traits/birthmark/,ULC
Blessed,Faith,"Once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Swift-Actions"">swift action</a>, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all saving throws for 1 round.",http://www.d20pfsrd.com/traits/faith-traits/blessed/,ULC
Blessed Touch,Faith,"You heal 1 additional point of damage when using <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/paladin#TOC-Lay-On-Hands-Su-"">lay on hands</a>, channeling energy, or casting a cure spell.",http://www.d20pfsrd.com/traits/faith-traits/blessed-touch-faith/,COP
Called,Faith,"Once per day upon rolling a natural 1 on an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack roll</a>, you may reroll the die and take the second result instead.",http://www.d20pfsrd.com/traits/faith-traits/called/,QAC
Canon of Coin,Faith,"<a target=""_top"" href=""http://www.d20pfsrd.com/skills/appraise"">Appraise</a> is a class skill for you. So long as you are carrying coins worth an amount equal to at least 100 gp per character level you have, you gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Will"">Will</a> saves. This bonus increases to +2 against effects that would force you to discard, drop, or give away coins, gems, or trade goods in your possession.",http://www.d20pfsrd.com/traits/faith-traits/canon-of-coin-faith/,MRM
Caretaker,Faith,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> checks, and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> is always a class skill for you.",http://www.d20pfsrd.com/traits/faith-traits/caretaker/,ULC
Child of the Temple,Faith,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nobility) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (religion) checks, and one of these skills (your choice) is always a class skill for you.",http://www.d20pfsrd.com/traits/faith-traits/child-of-the-temple/,ULC
Chosen One,Faith,"You may cast <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/l/light"">light</a> once per day as a <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Spell-Like-Abilities-Sp-"">spell-like ability</a> (<a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Caster-Level"">caster level</a> 1st), and you begin play with a masterwork <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/weapon-descriptions/longsword"">longsword</a>. In addition, whenever <a class=""spell"" target=""_top"" href=""http://www.d20pfsrd.com/magic/all-spells/l/light"">light</a> is cast upon this sword, the radius of light and its duration is doubled.",http://www.d20pfsrd.com/traits/faith-traits/chosen-one-faith/,COP
Crusader,Faith,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Outsider"">outsiders</a> with the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Chaotic"">chaotic</a> subtype.",http://www.d20pfsrd.com/traits/faith-traits/crusader-faith/,DVA
Darkest Before Dawn,Faith,"You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against spells with the emotion, <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Fear"">fear</a>, or <a target=""_top"" href=""http://www.d20pfsrd.com/magic#TOC-Magic-Descriptor-Pain"">pain descriptor</a>. Once per day, you can increase this bonus to +4 for a single save, but you must make this decision before you attempt the saving throw.",http://www.d20pfsrd.com/traits/faith-traits/darkest-before-dawn-faith/,DVA
Defy Madness (Old Cults),Faith,"You gain a +1 trait bonus on any saving throws against confusion, insanity, madness, and Wisdom damage and drain.",http://www.d20pfsrd.com/traits/faith-traits/defy-madness-old-cults/,PFG
Devoted Healer,Faith,"Whenever you <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Take-20"">take 20</a> on a <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> check to treat deadly wounds, you restore an additional 1d4 <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> to those you aid.",http://www.d20pfsrd.com/traits/faith-traits/devoted-healer/,QAC
Devotee of the Green,Faith,"You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (geography) and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/knowledge"">Knowledge</a> (nature) checks, and one of these skills (your choice) is always a class skill for you.",http://www.d20pfsrd.com/traits/faith-traits/devotee-of-the-green/,ULC
