Trait List,Trait Name,Benefit,Source,Name,URL
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/anatomist/"">Anatomist</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all rolls made to confirm <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hits</a>.",ULC,Anatomist,http://www.d20pfsrd.com/traits/combat-traits/anatomist/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/armed-grit-combat/"">Armed Grit</a>","As long as you have a <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/firearms"">firearm</a> drawn, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on saving throws against fear and the DCs of <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks to demoralize you increase by 2.",WMH,Armed Grit,http://www.d20pfsrd.com/traits/combat-traits/armed-grit-combat/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/armor-expert/"">Armor Expert</a>","When you wear armor of any sort, reduce that suit's <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/armor#TOC-Armor-Check-Penalty"">armor check penalty</a> by 1, to a minimum check penalty of 0.",ULC,Armor Expert,http://www.d20pfsrd.com/traits/combat-traits/armor-expert/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/axe-to-grind/"">Axe to Grind</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on damage against foes who are <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Threatened-Squares"">threatened</a> by only you.",ULC,Axe to Grind,http://www.d20pfsrd.com/traits/combat-traits/axe-to-grind/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/battlefield-disciple/"">Battlefield Disciple</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/heal"">Heal</a> checks made to <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Stable"">stabilize</a> a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Dying"">dying</a> creature. In addition, when you successfully use the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a> action in combat to grant an ally a bonus on her next <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack roll</a>, the bonus you grant increases by 1.",ULC,Battlefield Disciple,http://www.d20pfsrd.com/traits/combat-traits/battlefield-disciple/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/berserker-of-the-society-barbarian-pathfinder-society/"">Berserker of the Society (Barbarian, Society)</a>",You may use your rage ability for 3 additional rounds per day.,PFG,"Berserker of the Society (Barbarian, Society)",http://www.d20pfsrd.com/traits/combat-traits/berserker-of-the-society-barbarian-pathfinder-society/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/black-powder-bravado/"">Black Powder Bravado</a>","Once per day, when you perform a <a target=""_top"" href=""http://www.d20pfsrd.com/classes/base-classes/gunslinger#TOC-Deeds"">deed</a> that requires an <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack roll</a> and you miss with that roll, you can reroll it. You must take the second result even if it is worse.",ULC,Black Powder Bravado,http://www.d20pfsrd.com/traits/combat-traits/black-powder-bravado/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/black-powder-fortune/"">Black Powder Fortune</a>","As long as you are wielding a <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/firearms"">firearm</a>, you gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all saving throws against curse, <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Fear"">fear</a>, and emotion effects.",ULC,Black Powder Fortune,http://www.d20pfsrd.com/traits/combat-traits/black-powder-fortune/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/black-powder-interjection/"">Black Powder Interjection</a>","Once per day, when you interrupt the casting of a spell with a <a target=""_top"" href=""http://www.d20pfsrd.com/equipment/weapons/firearms"">firearm</a> attack, you may regain 1 <a target=""_top"" href=""http://www.d20pfsrd.com/classes/base-classes/gunslinger#TOC-Grit-Ex-"">grit</a> point.",ULC,Black Powder Interjection,http://www.d20pfsrd.com/traits/combat-traits/black-powder-interjection/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/blade-of-the-society-rogue-pathfinder-society/"">Blade of the Society (Rogue, Society)</a>",You gain a +1 trait bonus to damage rolls from sneak attacks.,PFG,"Blade of the Society (Rogue, Society)",http://www.d20pfsrd.com/traits/combat-traits/blade-of-the-society-rogue-pathfinder-society/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/blights-bane-combat/"">Blight’s Bane</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> to confirm critical hits against a creature that has a template affiliated with some kind of communicable condition, such as a blighted <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Fey"">fey</a> or a fungal creature.",POW,Blight’s Bane,http://www.d20pfsrd.com/traits/combat-traits/blights-bane-combat/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/bloodthirsty/"">Bloodthirsty</a>","Whenever you make an attack that reduces a foe to 0 <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Hit-Points"">hit points</a> or fewer or you confirm a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a>, your attack deals 1 additional point of damage. The additional damage is a <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a>, and is multiplied by your weapon's <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Critical-Hits"">critical hit</a> multiplier.",ULC,Bloodthirsty,http://www.d20pfsrd.com/traits/combat-traits/bloodthirsty/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/bloody-minded-combat/"">Bloody-Minded</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Initiative"">initiative</a> and <a target=""_top"" href=""http://www.d20pfsrd.com/skills/intimidate"">Intimidate</a> checks.",COC,Bloody-Minded,http://www.d20pfsrd.com/traits/combat-traits/bloody-minded-combat/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/born-under-the-stranger/"">Born under the Stranger</a>","When feinting against <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Aberration"">aberrations</a>, you do not take a –4 penalty for feinting against a non-<a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Humanoid"">humanoid</a> creature, and you take only a –4 penalty if you <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Feint"">feint</a> against an <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Aberration"">aberration</a> of <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#TOC-Animal"">animal</a> <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/ability-scores#TOC-Intelligence-Int-"">Intelligence</a> instead of –8). You still cannot <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Feint"">feint</a> against mindless creatures.",PST,Born under the Stranger,http://www.d20pfsrd.com/traits/combat-traits/born-under-the-stranger/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/bullied/"">Bullied</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attack of opportunity</a> <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> made with unarmed strikes. Note that this trait does not grant the ability to make <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attacks of opportunity</a> with your unarmed strikes—you must have a level in <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/monk"">monk</a>, the <a target=""_top"" href=""http://www.d20pfsrd.com/feats/combat-feats/improved-unarmed-strike-combat-final"">Improved Unarmed Strike</a> feat, or some other similar power to gain the use of this character trait. However, that doesn't prevent you from selecting this trait. You simply cannot make use of it until a later point if you do.",ULC,Bullied,http://www.d20pfsrd.com/traits/combat-traits/bullied/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/careful-combatant-combat/"">Careful Combatant</a>","When using the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Withdraw"">withdraw action</a>, both the first and second squares of your movement are not considered <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Threatened-Squares"">threatened</a> by any opponents you can see, rather than just the first square.",COP,Careful Combatant,http://www.d20pfsrd.com/traits/combat-traits/careful-combatant-combat/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/cautious-warrior-combat/"">Cautious Warrior</a>","You gain an additional +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Dodge-Bonus"">dodge bonus</a> to <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Armor-Class"">Armor Class</a> while you fight defensively or use the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Total-Defense"">total defense</a> action.",WMH,Cautious Warrior,http://www.d20pfsrd.com/traits/combat-traits/cautious-warrior-combat/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/clockwork-engineer-combat/"">Clockwork Engineer (Combat)</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on damage rolls against creatures with the <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/rules-for-monsters/creature-types#subtype-clockwork"">clockwork</a> subtype.",POW,Clockwork Engineer (Combat),http://www.d20pfsrd.com/traits/combat-traits/clockwork-engineer-combat/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/coherent-rage/"">Coherent Rage</a>","Select one of the following skills: Bluff, Escape Artist, Handle Animal, or Stealth. You may use this skill normally while raging.",PFG,Coherent Rage,http://www.d20pfsrd.com/traits/combat-traits/coherent-rage/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/cold-and-calculating/"">Cold and Calculating</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on all <a target=""_top"" href=""http://www.d20pfsrd.com/skills/bluff"">Bluff</a> checks against <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/ranger#TOC-Favored-Enemy-Ex-"">favored enemies</a> that share one of your subtypes. You also gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> made against such <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/ranger#TOC-Favored-Enemy-Ex-"">favored enemies</a> during the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Surprise"">surprise</a> round.",ULC,Cold and Calculating,http://www.d20pfsrd.com/traits/combat-traits/cold-and-calculating/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/cooperative-combatant/"">Cooperative Combatant</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> to perform the <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Aid-Another"">aid another</a> action.",PST,Cooperative Combatant,http://www.d20pfsrd.com/traits/combat-traits/cooperative-combatant/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/courageous/"">Courageous</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Saving-Throws"">saving throws</a> against fear effects.",ULC,Courageous,http://www.d20pfsrd.com/traits/combat-traits/courageous/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/crowd-dodger/"">Crowd Dodger</a>","You gain a +2 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/skills/acrobatics"">Acrobatics</a> checks to move through another creature's space and to avoid <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attacks-of-Opportunity"">attacks of opportunity</a> for leaving a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Threatened-Squares"">threatened</a> square.",QAC,Crowd Dodger,http://www.d20pfsrd.com/traits/combat-traits/crowd-dodger/
Combat,"<a href=""http://www.d20pfsrd.com/traits/combat-traits/dedicated-defender/"">Dedicated Defender</a>","You gain a +1 <a target=""_top"" href=""http://www.d20pfsrd.com/basics-ability-scores/glossary#TOC-Trait-Bonus"">trait bonus</a> on <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/combat#TOC-Attack-Roll"">attack rolls</a> and on checks made to overcome <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/special-abilities#TOC-Spell-Resistance"">spell resistance</a> while you are adjacent to a <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Dying"">dying</a> or <a target=""_top"" href=""http://www.d20pfsrd.com/gamemastering/conditions#TOC-Disabled"">disabled</a> ally, <a target=""_top"" href=""http://www.d20pfsrd.com/classes/core-classes/druid/animal-companions"">animal companion</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/classes/base-classes/summoner#TOC-Eidolon"">eidolon</a>, <a target=""_top"" href=""http://www.d20pfsrd.com/bestiary/monster-listings/animals/familiar"">familiar</a>, or mount.",ULC,Dedicated Defender,http://www.d20pfsrd.com/traits/combat-traits/dedicated-defender/
